"1.0","10.117816391455143"
"2.0","11.104178918810751"
"3.0","12.138847916643087"
"4.0","13.227726872447658"
"5.0","13.744048161785042"
"6.0","14.35107809725106"
"7.0","18.008774590933758"
"8.0","16.438158244220762"
"9.0","16.2786731413128"
"10.0","19.42696197468524"
"11.0","18.27834049366926"
"12.0","17.881346327890956"
"13.0","18.78767020069935"
"14.0","18.230396675170773"
"15.0","21.014963161566467"
"16.0","18.646680166387437"
"17.0","18.689700488079446"
"18.0","16.786593457392996"
"19.0","14.83213795102984"
"20.0","14.067815847368026"
"21.0","12.711670356847337"
"22.0","10.981333209705337"
"23.0","9.527560366886963"
"24.0","8.714661143591117"
"25.0","5.335087824869956"
"26.0","2.869673952128716"
"27.0","4.64391379300949"
"28.0","-5.909857356670148"
"29.0","-2.4725508670640846"
"30.0","-6.061096321615416"
"31.0","-0.10487161542313927"
"32.0","1.661280897694155"
"33.0","-2.5412631644418244"
"34.0","-5.0000324592988505"
"35.0","-7.195674141287171"
"36.0","-10.74970408885686"
"37.0","-10.618357810057358"
"38.0","-8.181366566844297"
"39.0","-10.44015975115149"
"40.0","-3.1128947065901205"
"41.0","-4.807187934152655"
"42.0","-1.5015509402980047"
"43.0","-3.443678520643708"
"44.0","-0.5564250240412711"
"45.0","-0.9151321542764457"
"46.0","-0.28632662202479686"
"47.0","4.020667644605114"
"48.0","4.107779152521959"
"49.0","6.806494132241507"
"50.0","7.842140842202365"
"51.0","9.676583063849893"
"52.0","10.965142528762609"
"53.0","12.282059275358506"
"54.0","13.867731950547771"
"55.0","14.154559609905512"
"56.0","13.727420847166961"
"57.0","16.429244648571146"
"58.0","15.554593024322001"
"59.0","14.46779257937876"
"60.0","16.067284059589888"
"61.0","14.801534987705624"
"62.0","15.48022111405792"
"63.0","14.384900060558024"
"64.0","13.30938667542436"
"65.0","12.508950132621544"
"66.0","11.68916210673946"
"67.0","10.660940553870994"
"68.0","10.40080330548158"
"69.0","8.850202874280184"
"70.0","8.027750467172911"
"71.0","6.8450143460016415"
"72.0","5.190327686719507"
"73.0","5.7015270221016925"
"74.0","6.832496617553438"
"75.0","5.1920753336032615"
"76.0","4.853006119197365"
"77.0","1.8386363687442095"
"78.0","5.539785473876377"
"79.0","4.615757056874516"
"80.0","7.154368875383461"
"81.0","7.740726320875958"
"82.0","9.545130708068926"
"83.0","9.40398921496614"
"84.0","11.47577178529191"
"85.0","13.30466456535071"
"86.0","14.909667695263991"
"87.0","16.038217386066975"
"88.0","15.399441861748292"
"89.0","21.172233516490465"
"90.0","25.106507904733032"
"91.0","22.707296852526113"
"92.0","22.765455295480443"
"93.0","28.753886776785283"
"94.0","29.50409380854474"
"95.0","27.95245399312646"
"96.0","30.044691302614556"
"97.0","32.572367114098896"
"98.0","31.366423798306027"
"99.0","27.332138626994727"
"100.0","35.653315148518"
