"1.0","-13.3900269892573"
"2.0","-16.847373458738076"
"3.0","-15.411333500915262"
"4.0","-14.140505534432407"
"5.0","-10.385562185189734"
"6.0","-10.919249464369715"
"7.0","-13.705848842835085"
"8.0","-10.792645527906059"
"9.0","-10.678888049057864"
"10.0","-7.588238515589804"
"11.0","-9.181687397339939"
"12.0","-3.5681659733804256"
"13.0","-8.617932726177001"
"14.0","-4.976281391103205"
"15.0","-6.700321973786043"
"16.0","-4.488639427997833"
"17.0","-3.031336061855864"
"18.0","-1.2605232830976556"
"19.0","-0.7790178200313957"
"20.0","0.39292446642362266"
"21.0","1.6324412276584446"
"22.0","2.5851103164701272"
"23.0","5.03665047963227"
"24.0","3.8804656006897393"
"25.0","6.823792695295434"
"26.0","9.423168756281571"
"27.0","12.948705482585593"
"28.0","6.701504359722931"
"29.0","11.112737265431146"
"30.0","13.11790903353077"
"31.0","14.35925018492434"
"32.0","15.550018743787964"
"33.0","14.88066501082463"
"34.0","15.072600489608678"
"35.0","12.24962162120444"
"36.0","18.000063720130253"
"37.0","11.59047974512069"
"38.0","17.54843523816093"
"39.0","7.605294993205606"
"40.0","17.604569700936306"
"41.0","10.563836509437449"
"42.0","15.501678760424292"
"43.0","15.576614534607776"
"44.0","14.928971579018995"
"45.0","11.546246938694505"
"46.0","14.191015504615315"
"47.0","17.042439686939776"
"48.0","11.124294856187165"
"49.0","7.732991091908559"
"50.0","11.246183249181211"
"51.0","9.309977099683138"
"52.0","9.173891099469476"
"53.0","6.2636859249460795"
"54.0","5.95684292753569"
"55.0","5.05359558662146"
"56.0","3.800469726196917"
"57.0","2.5298430947507486"
"58.0","0.7408974496911176"
"59.0","-0.13810448664815622"
"60.0","-1.212219508559456"
"61.0","-1.499390199431538"
"62.0","-5.057187420613225"
"63.0","-4.4070526982490055"
"64.0","-5.816811828175755"
"65.0","-7.139240515648021"
"66.0","-10.317832629516982"
"67.0","-9.053041580207909"
"68.0","-12.88496135594245"
"69.0","-7.759562210575384"
"70.0","-9.494157021353637"
"71.0","-12.463966058631678"
"72.0","-17.928461944418306"
"73.0","-10.769330317497598"
"74.0","-12.645938031623583"
"75.0","-12.76670881564721"
"76.0","-12.650713331622718"
"77.0","-12.451926444333692"
"78.0","-7.170688469482897"
"79.0","-12.83838730520534"
"80.0","-11.269982240855237"
"81.0","-18.18085369989026"
"82.0","-15.497464277238535"
"83.0","-25.995719856893373"
"84.0","-11.687898225703849"
"85.0","-8.624842966684671"
"86.0","-17.352599154505175"
"87.0","-16.074485077305027"
"88.0","-12.555867270330129"
"89.0","-9.797162854945919"
"90.0","-9.7223188345011"
"91.0","-8.176054386367566"
"92.0","-7.4195606291588945"
"93.0","-4.4425176295595215"
"94.0","-4.603244755382461"
"95.0","-5.072385028021998"
"96.0","-2.9003397511618303"
"97.0","-1.1896784350364662"
"98.0","-0.18744011904707003"
"99.0","0.9456365538202496"
"100.0","2.673980711835298"
